age,kids,hours,domain,skill,education,city_type,language,device,work_mode,work_type,income
31,1,1,IT,Data Entry,PG,Urban,English,Mobile,Offline Local,Data Entry Work,14226
40,1,3,IT,Data Entry,12th,Urban,Hindi,Both,Hybrid,Data Entry Work,15275
20,0,6,IT,Data Entry,10th,Urban,Hindi,Laptop,Work From Home,Data Entry Work,15804
24,1,1,Social Media,Social Media,10th,Rural,English,Both,Hybrid,Social Media Work,13587
28,3,1,Social Media,Social Media,PG,Semi-Urban,Both,Both,Work From Home,Social Media Work,12218
44,2,4,Social Media,Social Media,8th,Urban,Hindi,Laptop,Hybrid,Social Media Work,14210
34,2,6,Social Media,Social Media,PG,Semi-Urban,English,Both,Hybrid,Social Media Work,16750
37,0,2,Social Media,Social Media,PG,Semi-Urban,English,Laptop,Hybrid,Social Media Work,12606
36,2,4,Social Media,Social Media,12th,Rural,Hindi,Mobile,Hybrid,Social Media Work,14378
33,4,3,Social Media,Social Media,Diploma,Urban,Both,Mobile,Hybrid,Social Media Work,14809
30,4,3,Social Media,Social Media,PG,Semi-Urban,Hindi,Mobile,Hybrid,Social Media Work,12742
39,1,1,Social Media,Social Media,No Formal,Urban,Hindi,Laptop,Hybrid,Social Media Work,11902
23,0,1,Social Media,Social Media,12th,Urban,Hindi,Laptop,Work From Home,Social Media Work,11673
43,4,5,Social Media,Social Media,10th,Semi-Urban,Hindi,Laptop,Hybrid,Social Media Work,16205
18,1,2,Social Media,Social Media,12th,Semi-Urban,Both,Laptop,Work From Home,Social Media Work,14277
40,4,2,Social Media,Social Media,PG,Urban,English,Mobile,Work From Home,Social Media Work,13929
23,4,3,Social Media,Social Media,PG,Urban,English,Mobile,Hybrid,Social Media Work,13742
25,1,2,Social Media,Social Media,No Formal,Semi-Urban,Both,Laptop,Offline Local,Social Media Work,11849
39,0,2,Social Media,Social Media,8th,Rural,Both,Mobile,Offline Local,Social Media Work,14544
22,4,3,Social Media,Social Media,No Formal,Semi-Urban,English,Laptop,Hybrid,Social Media Work,14840
21,4,5,Social Media,Social Media,No Formal,Semi-Urban,Both,Laptop,Hybrid,Social Media Work,15086
25,0,1,Social Media,Social Media,10th,Rural,English,Both,Work From Home,Social Media Work,11204
22,0,6,Social Media,Social Media,No Formal,Urban,Both,Laptop,Hybrid,Social Media Work,17080
36,0,6,IT,Video Editing,10th,Semi-Urban,English,Mobile,Hybrid,Video Editing Work,17868
40,3,6,IT,Video Editing,Diploma,Semi-Urban,Hindi,Both,Offline Local,Video Editing Work,17345
28,0,2,IT,Video Editing,10th,Urban,Both,Laptop,Hybrid,Video Editing Work,12832
29,2,6,IT,Video Editing,PG,Rural,Both,Mobile,Hybrid,Video Editing Work,17807
22,1,1,IT,Video Editing,PG,Semi-Urban,Both,Both,Offline Local,Video Editing Work,13698
22,0,6,IT,Video Editing,UG,Rural,English,Mobile,Hybrid,Video Editing Work,17346
27,4,6,IT,Video Editing,Diploma,Urban,English,Both,Hybrid,Video Editing Work,17237
43,2,1,IT,Video Editing,Diploma,Rural,Both,Laptop,Work From Home,Video Editing Work,13458
20,0,4,IT,Video Editing,12th,Urban,Both,Laptop,Hybrid,Video Editing Work,14013
37,4,4,IT,Video Editing,Diploma,Semi-Urban,Both,Both,Offline Local,Video Editing Work,16151
42,1,2,IT,Video Editing,Diploma,Semi-Urban,Both,Both,Offline Local,Video Editing Work,12397
26,2,1,IT,Video Editing,PG,Semi-Urban,Both,Laptop,Work From Home,Video Editing Work,11516
20,0,6,IT,Video Editing,No Formal,Urban,Hindi,Mobile,Hybrid,Video Editing Work,16744
37,3,4,IT,Video Editing,No Formal,Rural,Both,Both,Offline Local,Video Editing Work,16078
41,2,2,IT,Video Editing,12th,Rural,Both,Laptop,Work From Home,Video Editing Work,14219
22,1,6,IT,Video Editing,Diploma,Rural,Both,Mobile,Offline Local,Video Editing Work,17620
28,2,1,IT,Video Editing,UG,Semi-Urban,Both,Mobile,Work From Home,Video Editing Work,11609
41,2,6,IT,Video Editing,Diploma,Urban,Hindi,Laptop,Work From Home,Video Editing Work,15406
29,3,3,IT,Video Editing,10th,Urban,Hindi,Laptop,Offline Local,Video Editing Work,14451
45,1,2,IT,Video Editing,PG,Semi-Urban,Both,Both,Hybrid,Video Editing Work,14858
20,4,5,IT,Content Writing,8th,Semi-Urban,Hindi,Laptop,Hybrid,Content Writing Work,14581
43,2,6,IT,Content Writing,12th,Urban,Hindi,Both,Work From Home,Content Writing Work,17327
19,3,3,IT,Content Writing,No Formal,Urban,Hindi,Laptop,Offline Local,Content Writing Work,15688
42,0,2,IT,Content Writing,10th,Urban,Hindi,Mobile,Hybrid,Content Writing Work,12981
21,1,6,IT,Content Writing,Diploma,Rural,Both,Laptop,Work From Home,Content Writing Work,16207
41,3,3,IT,Content Writing,Diploma,Semi-Urban,Hindi,Both,Offline Local,Content Writing Work,14657
40,4,4,IT,Content Writing,Diploma,Rural,Both,Laptop,Work From Home,Content Writing Work,15007
35,1,2,IT,Content Writing,8th,Semi-Urban,Hindi,Laptop,Offline Local,Content Writing Work,13722
20,4,2,IT,Content Writing,UG,Urban,Hindi,Laptop,Offline Local,Content Writing Work,13299
20,0,1,IT,Content Writing,PG,Semi-Urban,Both,Laptop,Hybrid,Content Writing Work,12577
38,0,4,IT,Content Writing,UG,Urban,English,Laptop,Offline Local,Content Writing Work,15649
43,3,3,IT,Content Writing,8th,Semi-Urban,English,Laptop,Offline Local,Content Writing Work,15403
32,2,3,IT,Content Writing,Diploma,Semi-Urban,Hindi,Both,Hybrid,Content Writing Work,14272
21,0,3,IT,Content Writing,UG,Semi-Urban,English,Mobile,Work From Home,Content Writing Work,14551
45,2,1,IT,Content Writing,No Formal,Urban,Hindi,Mobile,Work From Home,Content Writing Work,12088
36,1,2,IT,Content Writing,UG,Semi-Urban,Hindi,Mobile,Work From Home,Content Writing Work,12344
34,0,6,IT,Content Writing,Diploma,Urban,English,Mobile,Work From Home,Content Writing Work,16656
23,3,2,IT,Content Writing,8th,Rural,Hindi,Both,Offline Local,Content Writing Work,13014
33,1,3,IT,Content Writing,10th,Rural,Hindi,Mobile,Work From Home,Content Writing Work,15853
29,4,3,IT,Content Writing,8th,Semi-Urban,Both,Laptop,Offline Local,Content Writing Work,15830
25,3,1,IT,Graphic Design,PG,Semi-Urban,English,Mobile,Work From Home,Graphic Design Work,12738
23,3,4,IT,Graphic Design,No Formal,Semi-Urban,Hindi,Both,Work From Home,Graphic Design Work,16052
37,3,1,IT,Graphic Design,Diploma,Semi-Urban,Hindi,Both,Hybrid,Graphic Design Work,13282
24,0,4,IT,Graphic Design,UG,Rural,English,Both,Hybrid,Graphic Design Work,15887
40,4,6,IT,Graphic Design,10th,Urban,Hindi,Both,Hybrid,Graphic Design Work,16481
29,3,6,IT,Graphic Design,10th,Semi-Urban,Both,Both,Hybrid,Graphic Design Work,18159
37,3,5,IT,Graphic Design,No Formal,Rural,English,Both,Hybrid,Graphic Design Work,17084
29,4,3,IT,Graphic Design,Diploma,Semi-Urban,Both,Laptop,Hybrid,Graphic Design Work,14847
28,1,1,IT,Graphic Design,No Formal,Rural,Hindi,Laptop,Offline Local,Graphic Design Work,13984
18,2,3,IT,Graphic Design,UG,Semi-Urban,Both,Both,Hybrid,Graphic Design Work,14001
45,3,3,IT,Graphic Design,PG,Urban,English,Laptop,Work From Home,Graphic Design Work,12940
45,4,6,IT,Graphic Design,PG,Rural,English,Mobile,Offline Local,Graphic Design Work,17402
26,2,5,IT,Graphic Design,12th,Urban,Both,Both,Work From Home,Graphic Design Work,16399
23,2,6,IT,Graphic Design,No Formal,Urban,Both,Mobile,Offline Local,Graphic Design Work,17806
39,3,2,IT,Graphic Design,No Formal,Urban,English,Mobile,Work From Home,Graphic Design Work,12901
20,4,2,IT,Graphic Design,10th,Semi-Urban,Both,Mobile,Hybrid,Graphic Design Work,14113
26,4,6,IT,Graphic Design,No Formal,Rural,Hindi,Mobile,Hybrid,Graphic Design Work,16387
38,0,3,IT,Graphic Design,8th,Rural,Hindi,Laptop,Hybrid,Graphic Design Work,13857
45,3,3,IT,Graphic Design,No Formal,Rural,Hindi,Mobile,Offline Local,Graphic Design Work,13398
35,4,5,IT,Graphic Design,No Formal,Rural,English,Laptop,Work From Home,Graphic Design Work,16298
40,2,4,Cooking,Cooking Service,No Formal,Semi-Urban,English,Both,Hybrid,Cooking Service Work,9377
19,4,1,Cooking,Cooking Service,Diploma,Rural,Both,Both,Work From Home,Cooking Service Work,9194
31,0,3,Cooking,Cooking Service,PG,Rural,Hindi,Laptop,Offline Local,Cooking Service Work,8245
20,1,6,Cooking,Cooking Service,UG,Semi-Urban,Hindi,Laptop,Hybrid,Cooking Service Work,12826
24,3,2,Cooking,Cooking Service,PG,Semi-Urban,Both,Mobile,Work From Home,Cooking Service Work,8374
31,1,1,Cooking,Cooking Service,Diploma,Rural,Hindi,Both,Offline Local,Cooking Service Work,7026
34,0,4,Cooking,Cooking Service,PG,Rural,English,Laptop,Work From Home,Cooking Service Work,10144
43,0,3,Cooking,Cooking Service,No Formal,Semi-Urban,Hindi,Both,Work From Home,Cooking Service Work,9240
28,0,6,Cooking,Cooking Service,PG,Rural,Hindi,Mobile,Hybrid,Cooking Service Work,12981
34,4,1,Cooking,Cooking Service,PG,Urban,Both,Both,Work From Home,Cooking Service Work,8730
31,2,2,Cooking,Cooking Service,Diploma,Rural,English,Mobile,Work From Home,Cooking Service Work,7936
34,1,6,Cooking,Cooking Service,8th,Rural,Hindi,Both,Hybrid,Cooking Service Work,11547
42,1,2,Cooking,Cooking Service,Diploma,Semi-Urban,English,Laptop,Hybrid,Cooking Service Work,9172
28,0,4,Cooking,Cooking Service,12th,Urban,Both,Both,Work From Home,Cooking Service Work,11611
30,3,2,Cooking,Cooking Service,Diploma,Urban,Hindi,Mobile,Hybrid,Cooking Service Work,9659
31,4,2,Cooking,Cooking Service,PG,Semi-Urban,English,Laptop,Hybrid,Cooking Service Work,8561
36,3,4,Cooking,Cooking Service,Diploma,Urban,English,Mobile,Offline Local,Cooking Service Work,10987
32,0,2,Cooking,Cooking Service,UG,Semi-Urban,Both,Both,Hybrid,Cooking Service Work,8573
21,1,2,Cooking,Cooking Service,12th,Rural,English,Mobile,Offline Local,Cooking Service Work,7646
42,3,2,Cooking,Cooking Service,No Formal,Rural,Hindi,Both,Offline Local,Cooking Service Work,8205
40,0,1,Cleaning,Home Cleaning,PG,Semi-Urban,English,Both,Offline Local,Home Cleaning Work,7227
44,1,1,Cleaning,Home Cleaning,12th,Rural,Hindi,Mobile,Work From Home,Home Cleaning Work,8980
33,2,5,Cleaning,Home Cleaning,12th,Semi-Urban,English,Both,Work From Home,Home Cleaning Work,12216
39,0,1,Cleaning,Home Cleaning,PG,Urban,English,Laptop,Hybrid,Home Cleaning Work,6625
27,4,2,Cleaning,Home Cleaning,No Formal,Rural,Both,Laptop,Work From Home,Home Cleaning Work,7171
35,3,5,Cleaning,Home Cleaning,No Formal,Rural,English,Laptop,Work From Home,Home Cleaning Work,9707
44,3,5,Cleaning,Home Cleaning,PG,Semi-Urban,English,Mobile,Hybrid,Home Cleaning Work,12034
33,0,6,Cleaning,Home Cleaning,12th,Rural,English,Laptop,Hybrid,Home Cleaning Work,13296
21,1,1,Cleaning,Home Cleaning,No Formal,Urban,Both,Both,Offline Local,Home Cleaning Work,6409
37,2,4,Cleaning,Home Cleaning,10th,Semi-Urban,Hindi,Both,Hybrid,Home Cleaning Work,9977
26,4,1,Cleaning,Home Cleaning,Diploma,Urban,English,Both,Hybrid,Home Cleaning Work,6827
24,1,5,Cleaning,Home Cleaning,Diploma,Urban,Both,Mobile,Hybrid,Home Cleaning Work,11775
36,2,3,Cleaning,Home Cleaning,8th,Semi-Urban,Both,Both,Hybrid,Home Cleaning Work,10645
40,4,5,Cleaning,Home Cleaning,Diploma,Urban,Both,Laptop,Hybrid,Home Cleaning Work,11211
36,0,2,Cleaning,Home Cleaning,UG,Rural,Hindi,Mobile,Hybrid,Home Cleaning Work,8548
42,0,6,Cleaning,Home Cleaning,PG,Semi-Urban,Hindi,Mobile,Hybrid,Home Cleaning Work,12066
18,2,6,Cleaning,Home Cleaning,PG,Urban,Hindi,Mobile,Hybrid,Home Cleaning Work,12179
44,3,1,Cleaning,Home Cleaning,8th,Urban,Hindi,Mobile,Offline Local,Home Cleaning Work,6320
33,4,2,Cleaning,Home Cleaning,UG,Rural,Both,Mobile,Work From Home,Home Cleaning Work,7180
41,1,2,Cleaning,Home Cleaning,UG,Semi-Urban,Both,Laptop,Offline Local,Home Cleaning Work,7307
42,4,6,Caregiver,Babysitting,No Formal,Urban,Hindi,Mobile,Offline Local,Babysitting Work,12811
30,2,6,Caregiver,Babysitting,No Formal,Urban,Hindi,Both,Work From Home,Babysitting Work,14371
44,4,5,Caregiver,Babysitting,No Formal,Urban,Hindi,Both,Offline Local,Babysitting Work,12901
25,2,4,Caregiver,Babysitting,PG,Urban,Both,Both,Offline Local,Babysitting Work,12763
21,4,4,Caregiver,Babysitting,12th,Semi-Urban,Both,Laptop,Offline Local,Babysitting Work,10836
37,3,2,Caregiver,Babysitting,UG,Urban,Both,Mobile,Work From Home,Babysitting Work,11890
21,3,1,Caregiver,Babysitting,10th,Semi-Urban,Hindi,Laptop,Work From Home,Babysitting Work,9396
28,1,5,Caregiver,Babysitting,No Formal,Semi-Urban,Hindi,Both,Offline Local,Babysitting Work,11813
29,2,1,Caregiver,Babysitting,8th,Urban,Both,Mobile,Work From Home,Babysitting Work,8627
33,3,6,Caregiver,Babysitting,UG,Rural,Both,Laptop,Work From Home,Babysitting Work,14441
18,3,5,Caregiver,Babysitting,PG,Rural,Hindi,Mobile,Work From Home,Babysitting Work,13773
44,3,2,Caregiver,Babysitting,12th,Urban,Both,Both,Hybrid,Babysitting Work,11666
18,1,1,Caregiver,Babysitting,UG,Urban,Hindi,Laptop,Work From Home,Babysitting Work,8850
20,2,5,Caregiver,Babysitting,PG,Urban,Hindi,Mobile,Work From Home,Babysitting Work,12099
34,4,2,Caregiver,Babysitting,PG,Rural,English,Laptop,Work From Home,Babysitting Work,11115
44,0,1,Caregiver,Babysitting,PG,Urban,Both,Both,Offline Local,Babysitting Work,11094
41,3,6,Caregiver,Babysitting,8th,Semi-Urban,Hindi,Both,Offline Local,Babysitting Work,12993
37,2,3,Caregiver,Babysitting,PG,Urban,English,Mobile,Hybrid,Babysitting Work,10080
30,1,4,Caregiver,Babysitting,Diploma,Semi-Urban,Both,Mobile,Work From Home,Babysitting Work,11042
45,4,6,Caregiver,Babysitting,12th,Rural,English,Both,Hybrid,Babysitting Work,12912
25,4,2,Caregiver,Caregiver,PG,Rural,English,Both,Offline Local,Caregiver Work,11891
40,4,4,Caregiver,Caregiver,8th,Rural,Hindi,Both,Hybrid,Caregiver Work,12057
18,0,3,Caregiver,Caregiver,No Formal,Rural,Hindi,Mobile,Offline Local,Caregiver Work,12281
23,3,5,Caregiver,Caregiver,10th,Semi-Urban,English,Mobile,Work From Home,Caregiver Work,13350
42,2,6,Caregiver,Caregiver,8th,Semi-Urban,Both,Mobile,Offline Local,Caregiver Work,14983
23,0,2,Caregiver,Caregiver,No Formal,Rural,English,Laptop,Offline Local,Caregiver Work,12033
35,3,4,Caregiver,Caregiver,Diploma,Urban,Both,Laptop,Work From Home,Caregiver Work,13517
19,1,4,Caregiver,Caregiver,No Formal,Urban,Hindi,Both,Hybrid,Caregiver Work,11889
45,2,5,Caregiver,Caregiver,PG,Rural,Hindi,Laptop,Work From Home,Caregiver Work,12389
20,0,3,Caregiver,Caregiver,12th,Urban,English,Both,Work From Home,Caregiver Work,10826
28,4,6,Caregiver,Caregiver,10th,Rural,English,Mobile,Work From Home,Caregiver Work,14253
29,0,2,Caregiver,Caregiver,Diploma,Semi-Urban,English,Laptop,Work From Home,Caregiver Work,10759
22,3,2,Caregiver,Caregiver,No Formal,Semi-Urban,English,Laptop,Work From Home,Caregiver Work,9943
29,3,2,Caregiver,Caregiver,Diploma,Urban,English,Both,Work From Home,Caregiver Work,11361
36,4,1,Caregiver,Caregiver,PG,Urban,Hindi,Mobile,Work From Home,Caregiver Work,8874
41,2,6,Caregiver,Caregiver,PG,Semi-Urban,Both,Laptop,Work From Home,Caregiver Work,15037
26,4,4,Caregiver,Caregiver,10th,Semi-Urban,Hindi,Mobile,Hybrid,Caregiver Work,13331
18,4,4,Caregiver,Caregiver,10th,Urban,Both,Laptop,Offline Local,Caregiver Work,13207
44,4,3,Caregiver,Caregiver,12th,Semi-Urban,Both,Mobile,Hybrid,Caregiver Work,11839
27,1,3,Caregiver,Caregiver,PG,Urban,English,Mobile,Hybrid,Caregiver Work,10768
43,0,4,Teaching,Home Tutor,10th,Urban,English,Mobile,Work From Home,Home Tutor Work,12746
41,1,6,Teaching,Home Tutor,UG,Urban,Hindi,Both,Work From Home,Home Tutor Work,16201
44,3,3,Teaching,Home Tutor,UG,Semi-Urban,Hindi,Both,Hybrid,Home Tutor Work,13781
23,4,5,Teaching,Home Tutor,Diploma,Rural,Hindi,Both,Offline Local,Home Tutor Work,13209
20,4,6,Teaching,Home Tutor,12th,Rural,English,Mobile,Hybrid,Home Tutor Work,15689
37,2,4,Teaching,Home Tutor,UG,Urban,English,Both,Hybrid,Home Tutor Work,13434
35,4,2,Teaching,Home Tutor,12th,Semi-Urban,English,Both,Work From Home,Home Tutor Work,12171
33,0,5,Teaching,Home Tutor,PG,Rural,Both,Mobile,Work From Home,Home Tutor Work,13008
40,0,3,Teaching,Home Tutor,No Formal,Semi-Urban,Hindi,Laptop,Work From Home,Home Tutor Work,12778
18,3,4,Teaching,Home Tutor,8th,Rural,English,Laptop,Work From Home,Home Tutor Work,14289
41,0,5,Teaching,Home Tutor,No Formal,Urban,Both,Both,Offline Local,Home Tutor Work,13440
45,4,4,Teaching,Home Tutor,8th,Semi-Urban,English,Both,Offline Local,Home Tutor Work,12764
27,0,5,Teaching,Home Tutor,10th,Urban,English,Laptop,Work From Home,Home Tutor Work,15406
30,2,1,Teaching,Home Tutor,UG,Semi-Urban,English,Both,Offline Local,Home Tutor Work,9708
44,0,1,Teaching,Home Tutor,UG,Semi-Urban,Both,Mobile,Work From Home,Home Tutor Work,11788
18,3,2,Teaching,Home Tutor,12th,Rural,Both,Laptop,Hybrid,Home Tutor Work,11360
40,3,6,Teaching,Home Tutor,PG,Rural,English,Laptop,Offline Local,Home Tutor Work,14509
23,3,5,Teaching,Home Tutor,UG,Urban,Both,Both,Hybrid,Home Tutor Work,15440
26,4,3,Teaching,Home Tutor,No Formal,Rural,Both,Laptop,Hybrid,Home Tutor Work,13736
19,0,3,Teaching,Home Tutor,8th,Semi-Urban,Hindi,Mobile,Work From Home,Home Tutor Work,11345
22,2,4,Electrician,Electrician,PG,Rural,Hindi,Laptop,Hybrid,Electrician Work,15434
24,4,3,Electrician,Electrician,UG,Semi-Urban,English,Mobile,Work From Home,Electrician Work,13823
18,4,1,Electrician,Electrician,12th,Urban,English,Both,Work From Home,Electrician Work,12535
33,2,3,Electrician,Electrician,12th,Urban,English,Laptop,Work From Home,Electrician Work,14365
22,0,4,Electrician,Electrician,UG,Urban,English,Both,Hybrid,Electrician Work,14685
24,1,3,Electrician,Electrician,UG,Urban,Both,Mobile,Work From Home,Electrician Work,13733
37,2,6,Electrician,Electrician,12th,Semi-Urban,English,Both,Work From Home,Electrician Work,16606
32,0,4,Electrician,Electrician,UG,Urban,Hindi,Mobile,Offline Local,Electrician Work,14986
37,3,2,Electrician,Electrician,Diploma,Urban,Hindi,Mobile,Work From Home,Electrician Work,12324
40,3,5,Electrician,Electrician,Diploma,Semi-Urban,Hindi,Laptop,Work From Home,Electrician Work,14846
20,1,5,Electrician,Electrician,Diploma,Urban,English,Mobile,Work From Home,Electrician Work,16200
20,1,1,Electrician,Electrician,10th,Urban,Hindi,Mobile,Hybrid,Electrician Work,12236
33,0,3,Electrician,Electrician,UG,Urban,Both,Both,Work From Home,Electrician Work,15835
25,3,3,Electrician,Electrician,No Formal,Urban,English,Mobile,Offline Local,Electrician Work,14196
26,4,2,Electrician,Electrician,10th,Rural,Hindi,Both,Work From Home,Electrician Work,14655
41,3,3,Electrician,Electrician,10th,Rural,Hindi,Both,Work From Home,Electrician Work,15898
20,3,4,Electrician,Electrician,10th,Urban,Hindi,Mobile,Work From Home,Electrician Work,16340
42,0,6,Electrician,Electrician,Diploma,Urban,Hindi,Laptop,Offline Local,Electrician Work,15834
36,1,3,Electrician,Electrician,No Formal,Urban,Hindi,Mobile,Work From Home,Electrician Work,14590
30,4,2,Electrician,Electrician,UG,Rural,Both,Laptop,Hybrid,Electrician Work,14777
38,4,3,Electrician,Plumbing,PG,Semi-Urban,English,Laptop,Work From Home,Plumbing Work,13718
20,4,6,Electrician,Plumbing,Diploma,Urban,Hindi,Both,Hybrid,Plumbing Work,18194
42,1,1,Electrician,Plumbing,PG,Semi-Urban,Both,Mobile,Hybrid,Plumbing Work,13123
26,1,2,Electrician,Plumbing,PG,Rural,Both,Mobile,Hybrid,Plumbing Work,12578
29,0,6,Electrician,Plumbing,12th,Semi-Urban,Hindi,Mobile,Work From Home,Plumbing Work,16704
24,1,6,Electrician,Plumbing,Diploma,Semi-Urban,English,Laptop,Hybrid,Plumbing Work,16466
26,1,4,Electrician,Plumbing,8th,Urban,Both,Both,Work From Home,Plumbing Work,14895
24,2,2,Electrician,Plumbing,No Formal,Rural,English,Both,Work From Home,Plumbing Work,14004
30,3,1,Electrician,Plumbing,No Formal,Urban,Hindi,Laptop,Hybrid,Plumbing Work,14096
22,4,5,Electrician,Plumbing,10th,Urban,Both,Both,Hybrid,Plumbing Work,16578
23,1,6,Electrician,Plumbing,12th,Rural,Both,Laptop,Work From Home,Plumbing Work,18020
20,0,2,Electrician,Plumbing,12th,Urban,Both,Both,Offline Local,Plumbing Work,15054
33,4,3,Electrician,Plumbing,Diploma,Semi-Urban,English,Both,Hybrid,Plumbing Work,13270
39,2,4,Electrician,Plumbing,PG,Rural,Both,Laptop,Hybrid,Plumbing Work,16412
25,0,6,Electrician,Plumbing,10th,Semi-Urban,Both,Laptop,Work From Home,Plumbing Work,17606
44,2,3,Electrician,Plumbing,8th,Urban,Hindi,Laptop,Offline Local,Plumbing Work,15292
40,0,3,Electrician,Plumbing,UG,Semi-Urban,Hindi,Mobile,Hybrid,Plumbing Work,13960
27,2,3,Electrician,Plumbing,No Formal,Rural,Hindi,Laptop,Offline Local,Plumbing Work,13142
32,0,2,Electrician,Plumbing,10th,Semi-Urban,Both,Both,Hybrid,Plumbing Work,14516
23,0,1,Electrician,Plumbing,8th,Semi-Urban,Hindi,Mobile,Hybrid,Plumbing Work,13569
31,4,6,Electrician,Mobile Repairing,12th,Urban,English,Laptop,Offline Local,Mobile Repairing Work,15547
45,1,3,Electrician,Mobile Repairing,10th,Semi-Urban,Both,Laptop,Work From Home,Mobile Repairing Work,13953
21,2,4,Electrician,Mobile Repairing,12th,Semi-Urban,Hindi,Laptop,Hybrid,Mobile Repairing Work,14784
20,0,1,Electrician,Mobile Repairing,12th,Rural,Both,Mobile,Hybrid,Mobile Repairing Work,13469
21,0,3,Electrician,Mobile Repairing,PG,Urban,Both,Laptop,Work From Home,Mobile Repairing Work,13516
